frame,xmin,xmax,ymin,ymaxs,class_id
1863J6_20170711_230345.jpg,156,214,98,125,1
3827J8_20140704_081908.jpg,112,190,1,30,1
8128G5_20131202_091029.jpg,128,195,14,49,1
1850YN_20160310_074737.jpg,148,246,119,164,1
5199T2_20140320_173121.jpg,73,148,3,43,1
7679J2_20131009_070857.jpg,126,195,1,30,1
1863J6_20170521_205638.jpg,143,201,1,22,1
0573VN_20170220_124253.jpg,70,156,1,33,1
0719DE_20020318_203948.jpg,91,139,117,141,1
9256A9_20140307_115109.jpg,20,103,3,40,1
ADB2531_20170207_071452.jpg,73,143,25,51,1
RAD8819_20131003_091737.jpg,165,262,1,29,1
RAJ8668_20140821_100127.jpg,220,274,41,56,1
2975A5_20170625_122102.jpg,71,130,31,58,1
1553ZS_20020206_203353.jpg,243,282,59,81,1
9256A9_20130627_115424.jpg,72,164,9,49,1
0697QN_20020101_231341.jpg,73,113,70,92,1
5199T2_20141029_154826.jpg,108,179,1,29,1
AAQ6006_20140610_120033.jpg,112,204,7,43,1
5199T2_20140408_065710.jpg,96,168,4,45,1
5199T2_20140724_044739.jpg,114,173,1,29,1
5199T2_20170704_172032.jpg,53,109,2,25,1
5199T2_20140704_071035.jpg,100,157,60,85,1
5K5155_20130604_081242.jpg,100,144,60,85,1
8210M5_20141022_191920.jpg,188,249,20,47,1
0871RG_20160926_120826.jpg,53,130,1,27,1
6237EJ_20160218_113013.jpg,62,120,23,47,1
8671K9_20161212_053021.jpg,220,303,74,103,1
1850YN_20170209_124623.jpg,194,241,176,202,1
5902VF_20140902_081053.jpg,216,293,17,52,1
7679J2_20130921_083839.jpg,225,308,41,82,1
6A8338_20130730_092246.jpg,236,281,1,20,1
6908YQ_20140205_094848.jpg,187,265,1,32,1
3827J8_20140617_175610.jpg,212,265,43,69,1
7U9123_20150520_154009.jpg,36,122,64,101,1
9256A9_20151210_165229.jpg,119,172,48,70,1
AAB0251_20130517_121332.jpg,216,272,176,198,1
3863J7_20130614_165624.jpg,113,219,110,157,1
0871RG_20170315_073845.jpg,191,268,1,38,1
5199T2_20131009_120134.jpg,52,122,1,27,1
1850YN_20160624_175247.jpg,113,169,4,33,1
9256A9_20130706_180644.jpg,32,128,19,62,1
3719YJ_20160219_174414.jpg,170,208,117,135,1
9256A9_20140305_171139.jpg,93,178,7,48,1
6A8338_20130916_150845.jpg,200,306,203,240,1
5199T2_20140124_080115.jpg,127,206,2,38,1
2E1723_20170309_181115.jpg,127,187,7,36,1
3719YJ_20170711_195956.jpg,107,165,11,36,1
6A8338_20140721_121308.jpg,106,198,87,124,1
5199T2_20131023_194331.jpg,147,217,1,29,1
AFG1929_20170526_182945.jpg,60,127,1,25,1
0663UX_20161205_055242.jpg,144,186,106,123,1
5119J3_20161223_073458.jpg,143,184,87,107,1
8E8338_20150225_151454.jpg,53,128,6,35,1
8E8338_20150126_130000.jpg,147,203,24,55,1
1553ZS_20160605_192129.jpg,174,247,104,149,1
3719YJ_20160622_174352.jpg,150,212,2,31,1
9256A9_20140218_113122.jpg,185,264,1,26,1
AGV7939_20170317_155728.jpg,75,149,45,72,1
3863J7_20130603_142042.jpg,181,219,54,75,1
AGV7939_20170621_114144.jpg,172,237,191,220,1
6237EJ_20160222_144546.jpg,76,133,5,29,1
3863J7_20130604_204439.jpg,120,166,149,175,1
6A8338_20130924_081019.jpg,236,299,2,27,1
AAP2927_20130517_215233.jpg,84,130,85,103,1
1863J6_20170228_211212.jpg,131,193,9,35,1
5119J3_20161022_081204.jpg,180,226,107,128,1
1863J6_20161208_205134.jpg,130,188,12,34,1
9256A9_20150828_093326.jpg,88,150,6,31,1
5823DY_20160908_101611.jpg,130,185,131,156,1
AFG8307_20160921_175039.jpg,126,196,39,68,1
1863J6_20161222_024926.jpg,173,245,8,42,1
0663UX_20020115_054357.jpg,148,193,93,116,1
8381YJ_20130907_191127.jpg,115,167,1,22,1
5199T2_20131017_081739.jpg,93,167,1,29,1
6A8338_20140726_112214.jpg,102,161,1,23,1
1850YN_20170124_105814.jpg,184,225,130,151,1
3719YJ_20160418_080405.jpg,167,243,2,35,1
RAJ8668_20170613_180807.jpg,137,206,1,23,1
5902VF_20150226_175443.jpg,62,114,4,22,1
0198YZ_20131031_071545.jpg,69,142,4,40,1
5592MP_20140107_080748.jpg,184,277,30,56,1
0573VN_20160802_084529.jpg,69,129,1,20,1
3N8761_20150310_101010.jpg,195,286,68,115,1
5199T2_20140227_154916.jpg,85,176,3,54,1
2975A5_20151231_095936.jpg,232,304,1,30,1
ZM5831_20170102_115002.jpg,142,200,1,19,1
8C3676_20150416_083209.jpg,200,278,13,44,1
DK6266_20140821_081826.jpg,119,205,15,61,1
5902VF_20150126_190027.jpg,47,101,1,18,1
1702YC_20160928_071515.jpg,228,308,22,66,1
5199T2_20150508_093604.jpg,104,161,21,38,1
5902VF_20140526_134807.jpg,84,129,6,29,1
8672K9_20020109_041823.jpg,260,311,61,83,1
8381YJ_20140429_063155.jpg,107,167,8,30,1
5199T2_20140716_131919.jpg,87,143,1,23,1
5592MP_20130903_175425.jpg,110,173,9,47,1
7050EB_20140205_153600.jpg,221,296,1,27,1
ADB2531_20170429_074026.jpg,74,201,35,113,1
7050EB_20140324_181023.jpg,123,186,9,39,1
3863J7_20131101_161625.jpg,113,183,163,196,1
AAP2927_20130517_213013.jpg,84,131,85,104,1
AAQ6006_20130628_141934.jpg,78,149,17,51,1
AAQ6006_20130522_102005.jpg,119,181,174,200,1
AFG8307_20161019_161310.jpg,214,280,6,32,1
8C3676_20150608_181651.jpg,155,213,24,46,1
5150D2_20020115_232150.jpg,177,230,179,205,1
RAJ8668_20140821_113518.jpg,247,297,23,39,1
6A8338_20140828_142309.jpg,63,112,43,63,1
AAQ6006_20130828_113943.jpg,114,178,26,57,1
8128G5_20140711_134637.jpg,209,284,3,33,1
AFG8307_20160525_204617.jpg,71,146,71,100,1
6790ZW_20140127_230700.jpg,161,234,1,30,1
7D8953_20161123_075746.jpg,70,149,1,29,1
333633_20141022_103221.jpg,66,135,1,24,1
9256A9_20140402_122036.jpg,27,91,23,53,1
AAP2927_20130517_224642.jpg,83,131,85,104,1
5199T2_20140102_071135.jpg,106,171,78,109,1
AFG8307_20161207_174432.jpg,132,217,143,176,1
AAQ6006_20140120_144234.jpg,74,169,1,37,1
5902VF_20140213_170024.jpg,61,135,1,36,1
1553ZS_20160612_194908.jpg,135,178,88,106,1
AHF2353_20160808_151320.jpg,127,193,169,196,1
5199T2_20150601_104614.jpg,121,179,21,38,1
0871RG_20170707_174346.jpg,195,235,151,170,1
AFG1929_20160219_205922.jpg,193,252,13,37,1
ZM5831_20160919_082708.jpg,79,156,1,26,1
AAQ6006_20130815_174448.jpg,123,217,1,30,1
X59329_20130927_161411.jpg,94,150,39,57,1
8208S3_20140902_130308.jpg,126,209,47,95,1
6150J5_20161009_204747.jpg,153,196,120,142,1
3719YJ_20160727_075727.jpg,177,256,6,39,1
3827J8_20140214_081713.jpg,160,231,1,31,1
0592VE_20131128_113501.jpg,48,124,2,37,1
1550ZS_20160923_212410.jpg,127,172,108,128,1
3827J8_20131111_075319.jpg,96,167,1,25,1
3863J7_20130603_162514.jpg,236,281,83,105,1
1553ZS_20020102_045003.jpg,213,259,49,70,1
8673K9_20151208_172810.jpg,215,293,18,60,1
RAJ6828_20140910_101714.jpg,205,297,2,33,1
9929UX_20170519_183902.jpg,176,220,145,167,1
8195VB_20141112_160929.jpg,95,170,1,29,1
AAP2927_20130517_202852.jpg,84,129,86,102,1
0871RG_20160706_174853.jpg,182,230,193,217,1
AGC6259_20161227_142305.jpg,37,124,1,31,1
1702YC_20170713_094354.jpg,88,147,1,18,1
6A8338_20141106_182700.jpg,55,121,38,67,1
0871RG_20160318_174848.jpg,146,224,140,174,1
0592VE_20140113_175156.jpg,62,121,1,23,1
9256A9_20141103_115459.jpg,102,184,1,30,1
1850YN_20160707_181808.jpg,142,195,14,35,1
0592VE_20140210_105931.jpg,88,168,10,46,1
9256A9_20150810_160739.jpg,153,200,11,30,1
V63698_20140214_180514.jpg,54,119,77,102,1
6A8338_20140710_174321.jpg,70,130,13,39,1
6790ZW_20141230_190714.jpg,131,192,1,27,1
6A8338_20140624_122100.jpg,95,164,5,35,1
7D8953_20160906_173902.jpg,82,142,1,22,1
6790ZW_20141210_152120.jpg,151,208,12,39,1
RAJ8668_20131220_152153.jpg,75,170,1,38,1
5902VF_20140805_082419.jpg,226,297,1,31,1
9256A9_20140411_085703.jpg,64,111,1,24,1
0871RG_20170309_174638.jpg,134,195,16,43,1
7679J2_20130618_065631.jpg,110,201,97,133,1
AFG8307_20160205_081651.jpg,151,241,6,44,1
1863J6_20170304_084916.jpg,242,317,22,51,1
8381YJ_20140519_084005.jpg,232,291,32,61,1
5119J3_20160514_012234.jpg,151,195,90,111,1
ZM5831_20160211_121808.jpg,141,199,1,24,1
3863J7_20131101_154745.jpg,101,184,74,118,1
0871RG_20160107_080203.jpg,106,182,2,41,1
5902VF_20140521_111857.jpg,9,72,63,88,1
RAD8819_20131107_174326.jpg,180,257,1,28,1
DK6266_20130531_080048.jpg,50,93,103,125,1
5592MP_20130829_170102.jpg,222,317,1,51,1
3863J7_20130614_165719.jpg,112,209,101,147,1
9256A9_20130709_084927.jpg,105,161,7,30,1
2E0325_20160613_124419.jpg,197,266,35,73,1
3827J8_20140625_075309.jpg,75,156,11,45,1
9256A9_20151120_173110.jpg,127,190,15,40,1
5119J3_20020308_174957.jpg,127,180,103,128,1
3719YJ_20170424_123225.jpg,228,274,184,204,1
0592VE_20140123_094301.jpg,139,212,1,28,1
3863J7_20130603_145134.jpg,174,222,106,128,1
1550ZS_20160724_012059.jpg,121,169,109,127,1
9256A9_20170602_122428.jpg,113,177,1,21,1
1850YN_20161229_175558.jpg,168,227,1,22,1
AAP2927_20130518_000855.jpg,84,131,86,103,1
7679J2_20130808_082226.jpg,241,314,11,46,1
ABB9182_20160902_101815.jpg,63,115,100,128,1
5199T2_20140528_190730.jpg,186,246,15,45,1
8210M5_20130703_074156.jpg,221,299,1,32,1
6A8338_20130618_195113.jpg,117,173,8,35,1
9256A9_20151029_155111.jpg,172,246,1,25,1
1850YN_20160330_081704.jpg,232,309,5,44,1
8516DG_20170519_113338.jpg,126,186,26,54,1
5199T2_20131205_083657.jpg,83,158,3,37,1
6A8338_20140115_082148.jpg,127,194,1,24,1
3863J7_20130604_205044.jpg,174,238,213,240,1
5592MP_20130528_120016.jpg,29,76,201,224,1
479922_20130520_101609.jpg,173,222,61,87,1
9171QM_20170519_181111.jpg,166,209,171,192,1
0573VN_20170213_175427.jpg,127,203,1,26,1
8C3676_20141210_134443.jpg,144,189,2,21,1
AFG8307_20160803_173941.jpg,138,219,119,152,1
5199T2_20150414_114052.jpg,136,191,11,32,1
7679J2_20130816_182208.jpg,225,277,13,36,1
AAQ6006_20140207_101307.jpg,121,185,7,34,1
AHF2353_20170620_154654.jpg,56,139,76,110,1
AAP2926_20131108_172159.jpg,187,275,133,163,1
9168T2_20170711_181310.jpg,51,108,1,24,1
5199T2_20150113_182015.jpg,107,167,13,45,1
2975A5_20170427_091353.jpg,208,255,210,233,1
1550ZS_20160905_185053.jpg,144,190,132,153,1
AAP2927_20130517_220508.jpg,84,131,84,103,1
5786YZ_20150904_075053.jpg,13,82,3,30,1
1702YC_20160928_072515.jpg,12,98,5,48,1
AFG8307_20161103_153016.jpg,77,144,15,41,1
6150J5_20160514_201359.jpg,189,242,187,209,1
AHF2353_20170621_091005.jpg,138,193,178,200,1
0592VE_20131107_113058.jpg,22,95,1,31,1
APM9171_20170517_012037.jpg,100,150,165,187,1
5902VF_20140129_131712.jpg,132,191,81,119,1
3R3337_20140211_193251.jpg,116,162,2,21,1
AAQ6006_20140313_100336.jpg,137,203,1,29,1
8381YJ_20131212_184630.jpg,183,246,56,81,1
3863J7_20130614_162348.jpg,97,150,157,183,1
AFG1929_20160525_082259.jpg,84,182,10,51,1
9256A9_20150708_120813.jpg,65,128,10,37,1
8672K9_20160614_045501.jpg,119,165,50,72,1
ADB2531_20170625_205100.jpg,95,170,39,71,1
ALG8668_20170610_165926.jpg,176,234,191,213,1
RAD8819_20130813_143636.jpg,118,195,2,48,1
3863J7_20131029_152954.jpg,163,223,19,46,1
2E0325_20160602_195531.jpg,198,242,46,69,1
7267YA_20170620_083357.jpg,150,200,1,24,1
8381YJ_20140512_151816.jpg,230,291,40,69,1
5823DY_20160713_065849.jpg,121,176,160,186,1
AFG1929_20170505_082853.jpg,78,166,3,34,1
X59329_20130626_075815.jpg,16,92,1,27,1
7U9123_20140310_095332.jpg,62,110,1,24,1
1702YC_20160413_092000.jpg,193,231,114,132,1
3863J7_20131029_152517.jpg,132,192,86,114,1
1553ZS_20151207_075100.jpg,105,144,78,93,1
5199T2_20141219_184017.jpg,122,215,1,37,1
3863J7_20130614_170807.jpg,12,73,154,180,1
RAJ8668_20140301_053657.jpg,130,211,18,57,1
8C3676_20150212_082230.jpg,149,229,4,39,1
AAP2926_20131108_165918.jpg,140,219,77,107,1
8672K9_20160703_192742.jpg,143,188,136,154,1
0719DE_20161107_025442.jpg,128,233,51,107,1
5199T2_20170512_130115.jpg,132,189,7,33,1
ADB2531_20161122_060631.jpg,95,183,9,39,1
8E8338_20141104_183335.jpg,180,240,59,89,1
RAJ8668_20140327_121458.jpg,222,316,2,39,1
AFG8307_20170307_164825.jpg,166,254,1,26,1
3863J7_20130604_204537.jpg,121,165,150,170,1
5592MP_20140109_082440.jpg,151,271,23,63,1
AAP2926_20130521_205219.jpg,28,86,170,192,1
0198YZ_20141105_190751.jpg,199,253,1,24,1
8586VN_20130722_164032.jpg,13,91,1,32,1
1863J6_20170602_012459.jpg,122,192,105,138,1
3719YJ_20160811_080503.jpg,235,310,6,43,1
5199T2_20140318_160540.jpg,133,218,1,38,1
5199T2_20170602_134059.jpg,168,207,136,154,1
3719YJ_20160530_174034.jpg,177,214,127,145,1
5199T2_20150701_120752.jpg,82,157,10,40,1
5005EU_20150130_120629.jpg,40,121,7,41,1
3863J7_20131029_151148.jpg,144,203,88,116,1
AAQ6006_20131009_071442.jpg,108,171,8,37,1
7050EB_20131224_180743.jpg,234,297,5,35,1
0663UX_20161202_054231.jpg,149,196,125,145,1
3827J8_20140624_173639.jpg,66,131,16,44,1
5K5155_20130911_124052.jpg,156,220,7,35,1
9936YC_20170705_080353.jpg,205,249,5,24,1
9256A9_20140106_120527.jpg,14,99,1,29,1
5199T2_20141017_134025.jpg,130,190,2,29,1
5902VF_20150129_114309.jpg,113,159,49,65,1
AAQ6006_20130927_172229.jpg,125,213,1,29,1
AFG8307_20170510_075832.jpg,220,300,26,59,1
8C3676_20141222_125438.jpg,136,195,19,47,1
5786YZ_20150730_075019.jpg,31,101,1,26,1
1850YN_20160428_172227.jpg,192,238,220,240,1
0663UX_20161019_062720.jpg,156,201,115,131,1
AAM7252_20161008_071126.jpg,245,307,122,159,1
9256A9_20140306_173506.jpg,85,183,88,131,1
6A8338_20130617_083643.jpg,105,183,5,42,1
0871RG_20160824_174408.jpg,197,244,183,205,1
AGP2206_20170523_082659.jpg,130,200,16,45,1
AFG8307_20160822_175040.jpg,181,264,146,180,1
5902VF_20150706_103605.jpg,81,124,12,28,1
3861J2_20140311_082128.jpg,64,139,9,44,1
8008DX_20140927_171914.jpg,70,119,16,39,1
5199T2_20170509_173916.jpg,103,160,5,30,1
5K5155_20130730_123909.jpg,217,271,14,40,1
8C3676_20141210_175940.jpg,171,238,97,128,1
AAQ6006_20140214_070212.jpg,129,194,10,40,1
5199T2_20140128_122103.jpg,224,317,45,96,1
N88450_20140117_083325.jpg,97,199,84,126,1
9256A9_20130711_085626.jpg,134,198,11,42,1
6A8338_20141002_114842.jpg,13,91,65,104,1
5823DY_20160919_102756.jpg,106,157,152,178,1
5199T2_20131001_155612.jpg,64,139,4,40,1
AAP2927_20130517_205637.jpg,84,130,85,103,1
7050EB_20140320_082735.jpg,136,217,6,48,1
5119J3_20161021_052150.jpg,127,180,85,111,1
5199T2_20140120_140328.jpg,40,98,7,33,1
AFG8307_20160415_174115.jpg,67,137,43,71,1
AFG8307_20160606_175704.jpg,135,206,46,75,1
0198YZ_20140925_071813.jpg,36,108,1,28,1
AGV7939_20161017_072240.jpg,130,224,1,35,1
1553ZS_20161110_045300.jpg,223,291,27,64,1
AAP2927_20130517_230321.jpg,85,132,85,103,1
6A8338_20130527_082522.jpg,172,212,117,135,1
6A8338_20130917_141149.jpg,63,117,22,46,1
5199T2_20140715_093055.jpg,118,173,51,75,1
AAL8668_20130624_083212.jpg,90,165,1,25,1
0198YZ_20150121_092957.jpg,52,129,1,39,1
6A8338_20130814_120047.jpg,97,177,22,59,1
9101ZR_20170525_175448.jpg,158,206,214,237,1
AAP2927_20130517_225047.jpg,83,133,85,104,1
9256A9_20150709_091449.jpg,95,141,3,21,1
AAQ6006_20140401_193700.jpg,119,187,1,28,1
7U9123_20131202_090852.jpg,10,93,33,78,1
3861J2_20140220_180232.jpg,73,148,170,206,1
AAQ6006_20140205_093347.jpg,144,229,1,36,1
AAP2927_20130517_155806.jpg,165,233,215,240,1
9256A9_20141117_123033.jpg,48,98,18,41,1
AAP2926_20131108_174429.jpg,69,131,12,36,1
7679J2_20130910_220613.jpg,153,213,80,109,1
5199T2_20131015_091633.jpg,154,214,110,139,1
5199T2_20150128_120014.jpg,84,160,2,35,1
5199T2_20140612_193851.jpg,200,290,81,121,1
5K5155_20131007_180914.jpg,124,184,34,56,1
7285UT_20170525_173618.jpg,92,154,1,26,1
5592MP_20140114_081144.jpg,107,203,1,32,1
0712QZ_20020106_215514.jpg,166,230,93,135,1
5199T2_20170525_120710.jpg,63,120,1,19,1
1850YN_20170221_162118.jpg,50,128,3,35,1
AFG1929_20160224_092629.jpg,98,206,8,45,1
AAQ6006_20140512_070929.jpg,212,308,87,127,1
AFG1929_20160519_143443.jpg,84,190,44,90,1
8381YJ_20131115_081740.jpg,140,206,1,29,1
AGV7939_20170330_123516.jpg,65,133,12,38,1
0573VN_20170328_083507.jpg,168,209,147,166,1
8381YJ_20140519_083957.jpg,109,184,1,33,1
5199T2_20140108_125114.jpg,66,120,2,27,1
1850YN_20160822_123412.jpg,108,190,57,94,1
AAP2926_20130522_191956.jpg,120,182,188,210,1
AGV8338_20150226_082008.jpg,206,308,87,130,1
6150J5_20160730_210407.jpg,130,175,128,149,1
8C3676_20150625_083211.jpg,205,293,7,38,1
8C3676_20141105_112148.jpg,94,154,11,39,1
AGP2206_20170623_081141.jpg,178,228,1,22,1
8381YJ_20131010_162538.jpg,133,187,17,44,1
9256A9_20151215_164810.jpg,172,233,5,29,1
AFG8307_20161124_153847.jpg,153,222,8,35,1
AFG1929_20170208_080516.jpg,150,241,1,42,1
0198YZ_20141008_072017.jpg,26,95,6,40,1
5199T2_20150122_173824.jpg,134,195,49,80,1
AAQ6006_20131214_170903.jpg,71,162,1,36,1
1863J6_20161211_225127.jpg,149,206,19,44,1
6791H8_20140531_001115.jpg,124,181,3,30,1
8128G5_20130827_154937.jpg,101,160,54,81,1
AAP2927_20130517_213339.jpg,84,131,85,103,1
0592VE_20131121_094328.jpg,44,123,1,36,1
AAP2926_20130521_182436.jpg,68,117,91,108,1
0198YZ_20140905_193840.jpg,160,222,71,100,1
5199T2_20131209_082641.jpg,85,162,3,38,1
5902VF_20140415_082832.jpg,148,225,1,37,1
ADB2531_20170124_061016.jpg,93,237,39,101,1
9256A9_20141028_091232.jpg,70,118,2,21,1
8210M5_20131003_175112.jpg,163,217,17,44,1
AFG1929_20160407_143730.jpg,120,228,2,27,1
AAP2927_20130517_155113.jpg,110,167,155,179,1
AAQ6006_20131025_193137.jpg,215,274,2,25,1
2E1723_20161213_181422.jpg,164,224,2,31,1
6790ZW_20140912_110844.jpg,115,171,1,23,1
0198YZ_20150615_071817.jpg,114,187,1,31,1
333633_20141013_180353.jpg,202,277,2,39,1
8008DX_20140519_155546.jpg,162,245,1,31,1
5K5155_20130926_180823.jpg,245,314,133,164,1
3719YJ_20160411_080329.jpg,68,145,2,36,1
6237EJ_20160726_074809.jpg,151,186,133,147,1
AFG1929_20170116_193151.jpg,110,182,1,31,1
AAP2927_20130517_154044.jpg,194,245,146,165,1
9256A9_20141111_122334.jpg,56,110,54,77,1
AAQ6006_20140213_191712.jpg,144,227,1,34,1
AAQ6006_20131114_114534.jpg,106,179,56,92,1
3827J8_20140415_190147.jpg,73,132,1,22,1
AFG8307_20160524_080744.jpg,169,258,2,37,1
2E0325_20160617_084137.jpg,12,72,82,125,1
3719YJ_20160301_081202.jpg,136,212,5,44,1
8671K9_20160919_045126.jpg,115,161,147,164,1
5902VF_20141124_151159.jpg,134,203,1,25,1
3863J7_20130614_164109.jpg,80,181,99,146,1
6790ZW_20131225_181253.jpg,185,249,147,176,1
X59329_20130708_160316.jpg,133,218,1,34,1
0697QN_20160615_090354.jpg,183,236,186,210,1
APM5527_20170604_211703.jpg,170,224,191,213,1
8208S3_20141008_074641.jpg,201,277,2,39,1
5786YZ_20151130_075605.jpg,233,301,7,41,1
AAL8668_20130517_092511.jpg,159,217,155,184,1
7U9123_20140512_083309.jpg,35,110,4,35,1
8008DX_20140808_140013.jpg,162,224,15,43,1
2975A5_20170503_132911.jpg,39,102,41,69,1
7050EB_20130621_192443.jpg,149,212,34,59,1
AGP2206_20170628_120403.jpg,180,231,189,211,1
3863J7_20130603_154019.jpg,175,219,104,128,1
9256A9_20141230_124926.jpg,62,112,33,56,1
0198YZ_20140508_184633.jpg,142,202,46,75,1
8673K9_20151216_221641.jpg,213,290,3,41,1
8673K9_20151207_164507.jpg,105,152,137,158,1
9590VE_20170628_090439.jpg,47,111,66,96,1
8671K9_20020206_230745.jpg,258,310,8,32,1
5199T2_20150325_093343.jpg,117,191,1,21,1
5592MP_20131007_173448.jpg,166,234,5,35,1
6A8338_20130529_094055.jpg,77,114,101,117,1
3863J7_20130614_170614.jpg,14,71,152,182,1
8208S3_20140905_133152.jpg,176,256,6,44,1
5592MP_20130709_152934.jpg,207,261,2,28,1
5902VF_20150325_082033.jpg,113,178,1,24,1
9256A9_20150825_092903.jpg,87,167,1,28,1
7U9123_20140828_102246.jpg,32,101,40,72,1
AAP2927_20130517_224220.jpg,84,131,84,104,1
AGV7939_20160629_072841.jpg,214,311,16,59,1
AAP2926_20131108_173335.jpg,188,276,133,167,1
5902VF_20130610_081648.jpg,166,217,92,120,1
AAP2926_20130521_182458.jpg,66,125,161,184,1
9256A9_20140416_165953.jpg,73,159,1,42,1
5902VF_20131001_071655.jpg,94,174,1,28,1
8672K9_20020323_044632.jpg,257,311,175,198,1
9256A9_20150702_090723.jpg,128,189,3,28,1
7821VH_20170626_131705.jpg,153,213,16,45,1
1863J6_20170212_210138.jpg,170,228,13,37,1
RAJ6828_20140911_123042.jpg,187,267,17,51,1
AFF6790_20150210_204812.jpg,97,175,4,41,1
AAL8668_20130528_112637.jpg,142,197,100,126,1
2975A5_20170708_020420.jpg,267,310,19,39,1
ADB2531_20170108_074833.jpg,140,231,4,41,1
9256A9_20130604_121954.jpg,208,249,60,79,1
9256A9_20170703_150915.jpg,144,208,1,24,1
AAQ6006_20130626_211451.jpg,71,140,25,55,1
5199T2_20130620_140256.jpg,18,97,8,45,1
9256A9_20150722_164135.jpg,180,227,22,41,1
8210M5_20131112_184409.jpg,172,230,39,69,1
AGE5239_20160226_174544.jpg,111,177,18,45,1
1850YN_20161108_081852.jpg,30,114,1,31,1
5199T2_20140417_070957.jpg,81,151,3,39,1
5199T2_20130808_130748.jpg,86,161,2,30,1
1702YC_20160928_072455.jpg,14,94,6,47,1
3812QW_20160905_202422.jpg,130,174,129,150,1
3863J7_20130603_185932.jpg,22,76,112,139,1
6A8338_20130829_123538.jpg,226,293,1,36,1
9256A9_20140227_131539.jpg,25,87,4,34,1
5199T2_20141028_113842.jpg,150,226,13,46,1
0592VE_20140408_121201.jpg,123,199,1,29,1
1550ZS_20160815_184925.jpg,140,189,144,168,1
8210M5_20131202_074715.jpg,229,308,5,39,1
5902VF_20130618_082501.jpg,25,101,3,38,1
6790ZW_20131213_122327.jpg,92,146,6,26,1
AFJ8612_20151201_155309.jpg,136,269,110,165,1
8381YJ_20131114_142813.jpg,101,160,62,88,1
ADB2531_20170516_143155.jpg,120,188,104,162,1
3719YJ_20160826_173657.jpg,218,264,185,202,1
0663UX_20151219_173537.jpg,155,200,107,125,1
AGP2206_20170622_082237.jpg,126,176,99,123,1
AAP2927_20130517_205305.jpg,84,130,86,103,1
RAD9119_20140706_091831.jpg,171,263,118,160,1
7050EB_20131112_082224.jpg,118,202,1,43,1
333633_20140917_091824.jpg,179,252,1,34,1
5592MP_20140210_121357.jpg,79,163,34,74,1
1863J6_20161124_013454.jpg,48,123,1,25,1
8381YJ_20140616_213353.jpg,118,169,54,74,1
5199T2_20131220_084049.jpg,240,309,1,30,1
5K5155_20131007_075410.jpg,175,252,1,26,1
2E1723_20151217_121920.jpg,126,231,115,166,1
5592MP_20130605_175144.jpg,36,79,59,80,1
8671K9_20161022_222215.jpg,173,228,216,235,1
1863J6_20170227_074347.jpg,101,178,5,42,1
6A8338_20130606_182955.jpg,244,288,31,55,1
6790ZW_20140714_171848.jpg,240,308,2,31,1
1863J6_20161114_213213.jpg,183,246,26,57,1
6150J5_20161028_211834.jpg,65,124,159,205,1
5199T2_20140625_162527.jpg,111,161,19,42,1
2E0325_20160614_195159.jpg,162,209,49,75,1
8E8338_20150305_131712.jpg,112,181,19,49,1
7679J2_20131022_083057.jpg,182,232,1,24,1
8C3676_20141223_175229.jpg,154,201,25,46,1
5K5155_20130530_075630.jpg,15,54,111,129,1
AFG8307_20170630_080202.jpg,197,256,167,194,1
